frame_index,x_centroid,y_centroid,visibility_flag
0,1324.7,1193.5,1
1,1320.9,1192.8,1
2,1320.9,1192.9,1
3,1320.9,1192.8,1
4,1546.3,943.5,1
5,1546.4,944.0,1
6,1546.3,943.8,1
7,1546.3,944.0,1
8,1546.4,945.2,1
9,1321.1,1192.8,1
10,1546.2,943.7,1
11,1546.3,943.6,1
12,1321.1,1192.5,1
13,1321.7,1193.0,1
14,1321.6,1193.0,1
15,1546.3,943.7,1
16,1322.0,1193.0,1
17,1546.1,943.9,1
18,1322.3,1193.0,1
19,1322.3,1193.1,1
20,1322.1,1192.9,1
21,1322.3,1192.9,1
22,1322.1,1192.8,1
23,1322.5,1193.0,1
24,1322.6,1193.0,1
25,1322.6,1193.0,1
26,1324.4,1193.3,1
27,1322.5,1192.9,1
28,1322.7,1192.7,1
29,1322.8,1192.8,1
30,1322.7,1192.8,1
31,1322.7,1192.8,1
32,1322.8,1192.8,1
33,1322.9,1193.0,1
34,1322.8,1193.0,1
35,1322.9,1193.0,1
36,1323.1,1193.0,1
37,1545.2,943.3,1
38,1322.5,1192.8,1
39,1322.5,1192.7,1
40,1322.7,1192.7,1
41,1545.5,944.0,1
42,1545.6,943.8,1
43,1545.6,943.1,1
44,1322.5,1193.1,1
45,1545.8,942.7,1
46,1545.9,942.9,1
47,1546.0,943.1,1
48,1546.0,943.0,1
49,1546.0,943.0,1
50,1546.2,943.0,1
51,1546.1,943.1,1
52,1546.3,943.2,1
53,1546.2,943.3,1
54,1545.8,942.8,1
55,1545.8,942.9,1
56,1545.9,943.2,1
57,1546.0,943.0,1
58,1545.9,943.0,1
59,1545.9,943.3,1
60,1545.8,943.1,1
61,1322.1,1193.0,1
62,1545.8,943.3,1
63,1322.0,1193.1,1
64,1321.9,1192.7,1
65,1322.1,1192.8,1
66,1322.0,1192.8,1
67,1322.1,1192.8,1
68,1321.8,1192.7,1
69,1321.8,1192.7,1
70,1321.5,1192.7,1
71,1321.4,1192.7,1
72,1321.3,1192.6,1
73,1321.3,1192.4,1
74,1321.3,1192.4,1
75,1321.2,1192.4,1
76,1321.2,1192.4,1
77,1321.7,1192.4,1
78,1321.8,1192.5,1
79,1321.8,1192.5,1
80,1324.9,1193.6,1
81,1324.9,1193.6,1
82,1324.9,1193.5,1
83,1324.9,1193.5,1
84,1324.6,1193.6,1
85,1324.6,1193.5,1
86,1324.6,1193.6,1
87,1324.5,1193.6,1
88,1324.7,1193.4,1
89,1324.7,1193.4,1
90,1324.7,1193.5,1
91,1324.8,1193.5,1
92,1324.8,1193.5,1
93,1325.1,1193.6,1
94,1325.0,1193.5,1
95,1324.5,1193.3,1
96,1325.1,1193.2,1
97,1324.5,1193.2,1
98,1324.4,1193.1,1
99,1324.4,1193.3,1
100,1325.1,1193.3,1
101,1325.1,1193.3,1
102,1324.9,1193.2,1
103,1324.9,1193.2,1
104,1324.7,1193.2,1
105,1324.8,1193.3,1
106,1321.1,1192.4,1
107,1325.0,1193.3,1
108,1324.8,1193.2,1
109,1324.6,1193.2,1
110,1322.1,1192.6,1
111,1322.0,1192.6,1
112,1324.7,1193.4,1
113,1324.6,1193.4,1
114,1324.7,1193.3,1
115,1324.6,1193.5,1
116,1324.5,1193.5,1
117,1325.1,1192.6,1
118,1325.0,1193.4,1
119,1325.0,1193.4,1
120,1325.0,1193.4,1
121,1322.4,1192.5,1
122,1323.1,1192.9,1
123,1323.2,1192.9,1
124,1322.9,1192.8,1
125,1325.1,1193.1,1
126,1325.5,1193.5,1
127,1325.5,1193.5,1
128,1324.9,1193.3,1
129,1324.7,1193.3,1
130,1325.4,1193.5,1
131,1325.6,1193.6,1
132,1325.5,1193.5,1
133,1325.0,1193.8,1
134,1325.0,1193.8,1
135,1325.1,1194.0,1
136,1325.1,1193.9,1
137,1324.6,1193.6,1
138,1324.5,1193.5,1
139,1324.6,1193.4,1
140,1324.7,1193.4,1
141,1325.4,1194.0,1
142,1325.4,1194.0,1
143,1321.8,1192.9,1
144,1324.3,1193.8,1
145,1324.6,1193.8,1
146,1325.0,1194.0,1
147,1325.3,1193.9,1
148,1324.5,1194.1,1
149,1324.5,1194.1,1
150,1324.4,1194.1,1
151,1324.7,1193.9,1
152,1324.7,1193.9,1
153,1324.9,1193.8,1
154,1325.0,1193.9,1
155,1324.9,1193.9,1
156,1324.9,1193.9,1
157,1325.2,1193.7,1
158,1325.2,1193.8,1
159,1325.3,1193.8,1
160,1324.3,1193.2,1
161,1324.8,1193.0,1
162,1325.2,1192.8,1
163,1325.7,1192.7,1
164,1326.1,1192.5,1
165,1326.2,1192.5,1
166,1321.0,1192.5,1
167,1321.0,1192.6,1
168,1323.3,1193.5,1
169,1323.0,1193.1,1
170,1322.7,1192.7,1
171,1322.8,1192.9,1
172,1323.0,1193.2,1
173,1323.1,1193.4,1
174,1323.3,1193.6,1
175,1323.4,1193.9,1
176,1323.2,1193.8,1
177,1323.1,1193.9,1
178,1323.7,1193.7,1
179,1324.2,1193.6,1
180,1324.7,1193.5,1
181,1325.3,1193.4,1
182,1325.2,1193.4,1
183,1321.2,1192.7,1
184,1321.2,1192.8,1
185,1321.0,1192.7,1
186,1320.8,1192.8,1
187,1320.4,1192.7,1
188,1320.6,1192.7,1
189,1321.3,1192.7,1
190,1321.5,1192.7,1
191,1321.5,1192.6,1
192,1322.9,1193.1,1
193,1323.0,1193.2,1
194,1321.7,1193.3,1
195,1321.3,1193.2,1
196,1318.6,1192.4,1
197,1315.9,1191.7,1
198,1313.2,1191.0,1
199,1313.2,1191.0,1
200,1313.2,1191.0,1
201,1311.4,1191.0,1
202,1309.5,1191.1,1
203,1307.6,1191.2,1
204,1305.8,1191.2,1
205,1303.9,1191.3,1
206,1302.0,1191.3,1
207,1300.2,1191.4,1
208,1298.3,1191.5,1
209,1296.4,1191.5,1
210,1294.6,1191.6,1
211,-1.0,-1.0,0
212,-1.0,-1.0,0
213,-1.0,-1.0,0
214,-1.0,-1.0,0
215,-1.0,-1.0,0
216,-1.0,-1.0,0
217,-1.0,-1.0,0
218,-1.0,-1.0,0
219,-1.0,-1.0,0
220,-1.0,-1.0,0
221,-1.0,-1.0,0
222,-1.0,-1.0,0
223,-1.0,-1.0,0
224,-1.0,-1.0,0
225,-1.0,-1.0,0
226,-1.0,-1.0,0
227,-1.0,-1.0,0
228,-1.0,-1.0,0
229,-1.0,-1.0,0
230,1257.2,1192.7,1
231,1257.2,1192.6,1
232,1257.3,1192.5,1
233,1257.3,1192.4,1
234,1257.4,1192.3,1
235,1257.8,1192.1,1
236,1257.8,1192.0,1
237,1257.9,1192.1,1
238,1259.3,1192.1,1
239,1259.4,1192.2,1
240,1257.9,1192.3,1
241,1257.9,1192.3,1
242,1257.4,1191.9,1
243,1257.4,1191.8,1
244,1257.4,1191.8,1
245,1257.4,1191.8,1
246,1257.4,1191.8,1
247,1257.4,1191.8,1
248,1257.4,1191.8,1
249,1257.4,1191.8,1
250,1257.4,1191.8,1
251,1257.4,1191.8,1
252,1257.4,1191.8,1
253,1257.4,1191.8,1
254,-1.0,-1.0,0
255,-1.0,-1.0,0
256,-1.0,-1.0,0
257,-1.0,-1.0,0
258,-1.0,-1.0,0
259,-1.0,-1.0,0
260,-1.0,-1.0,0
261,-1.0,-1.0,0
262,-1.0,-1.0,0
263,-1.0,-1.0,0
264,-1.0,-1.0,0
