frame_index,x_centroid,y_centroid,visibility_flag
0,-1.0,-1.0,0
1,-1.0,-1.0,0
2,-1.0,-1.0,0
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,-1.0,-1.0,0
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,-1.0,-1.0,0
46,-1.0,-1.0,0
47,-1.0,-1.0,0
48,-1.0,-1.0,0
49,-1.0,-1.0,0
50,-1.0,-1.0,0
51,-1.0,-1.0,0
52,-1.0,-1.0,0
53,-1.0,-1.0,0
54,-1.0,-1.0,0
55,1378.8,623.8,1
56,1392.5,610.6,1
57,1406.2,597.3,1
58,1419.8,584.0,1
59,1433.5,570.8,1
60,1447.2,557.5,1
61,1460.8,544.2,1
62,1474.5,531.0,1
63,1488.2,517.7,1
64,1501.9,504.4,1
65,1515.5,491.2,1
66,-1.0,-1.0,0
67,1542.9,464.7,1
68,1571.1,492.0,1
69,1599.4,519.3,1
70,1627.7,546.6,1
71,1655.9,573.9,1
72,1669.2,500.3,1
73,1684.9,505.3,1
74,1731.5,494.5,1
75,1745.1,489.2,1
76,1745.1,489.1,1
77,1770.0,467.5,1
78,1784.4,462.4,1
79,1806.2,447.8,1
80,1788.4,512.3,1
81,1770.6,576.8,1
82,1752.9,641.3,1
83,1735.1,705.8,1
84,1717.3,770.2,1
85,1717.4,770.3,1
86,1726.9,754.8,1
87,1728.5,744.3,1
88,1728.4,744.3,1
89,1727.5,742.7,1
90,1726.5,741.1,1
91,1725.5,739.5,1
92,1724.5,737.9,1
93,1723.5,736.3,1
94,1722.5,734.7,1
95,1721.6,733.1,1
96,1720.6,731.6,1
97,1719.6,730.0,1
98,1718.6,728.4,1
99,-1.0,-1.0,0
100,-1.0,-1.0,0
101,-1.0,-1.0,0
102,-1.0,-1.0,0
103,-1.0,-1.0,0
104,-1.0,-1.0,0
105,-1.0,-1.0,0
106,-1.0,-1.0,0
107,-1.0,-1.0,0
108,-1.0,-1.0,0
109,-1.0,-1.0,0
110,-1.0,-1.0,0
111,-1.0,-1.0,0
112,-1.0,-1.0,0
113,-1.0,-1.0,0
114,-1.0,-1.0,0
115,-1.0,-1.0,0
116,-1.0,-1.0,0
117,-1.0,-1.0,0
118,-1.0,-1.0,0
119,-1.0,-1.0,0
120,1697.0,693.2,1
121,1697.0,693.2,1
122,1699.0,691.1,1
123,1701.0,688.9,1
124,1703.0,686.8,1
125,1705.1,684.7,1
126,1707.1,682.5,1
127,1709.1,680.4,1
128,1711.1,678.2,1
129,1713.2,676.1,1
130,1715.2,673.9,1
131,1717.2,671.8,1
132,-1.0,-1.0,0
133,-1.0,-1.0,0
134,-1.0,-1.0,0
135,-1.0,-1.0,0
136,-1.0,-1.0,0
137,-1.0,-1.0,0
138,-1.0,-1.0,0
139,-1.0,-1.0,0
140,-1.0,-1.0,0
141,-1.0,-1.0,0
142,-1.0,-1.0,0
143,-1.0,-1.0,0
144,-1.0,-1.0,0
145,-1.0,-1.0,0
146,-1.0,-1.0,0
147,-1.0,-1.0,0
148,-1.0,-1.0,0
149,-1.0,-1.0,0
150,-1.0,-1.0,0
151,1757.7,628.8,1
152,1757.7,628.8,1
153,1758.6,620.5,1
154,1758.6,620.6,1
155,1760.0,603.9,1
156,1760.0,603.9,1
157,1756.2,595.0,1
158,1756.2,595.0,1
159,1752.2,586.7,1
160,1745.4,587.7,1
161,1745.4,587.7,1
162,1739.9,594.2,1
163,1739.9,594.1,1
164,1809.0,659.6,1
165,1878.1,725.2,1
166,1947.2,790.7,1
167,2016.3,856.2,1
168,2015.8,855.2,1
169,2015.8,855.3,1
170,2001.1,836.5,1
171,1986.4,817.7,1
172,1971.7,799.0,1
173,1957.0,780.2,1
174,1942.3,761.4,1
175,1927.5,742.7,1
176,1912.8,723.9,1
177,1898.1,705.2,1
178,1883.4,686.4,1
179,1868.7,667.6,1
180,-1.0,-1.0,0
181,-1.0,-1.0,0
182,-1.0,-1.0,0
183,-1.0,-1.0,0
184,-1.0,-1.0,0
185,1780.5,555.0,1
186,1780.5,555.1,1
187,1780.5,555.1,1
188,1780.5,555.1,1
189,1780.5,555.1,1
190,1780.5,555.1,1
191,1780.5,555.1,1
192,1780.5,555.1,1
193,1780.5,555.1,1
194,1780.5,555.1,1
195,1780.5,555.1,1
196,1780.5,555.1,1
197,-1.0,-1.0,0
198,-1.0,-1.0,0
199,-1.0,-1.0,0
200,-1.0,-1.0,0
