frame_index,x_centroid,y_centroid,visibility_flag
0,1507.2,495.1,1
1,1507.9,495.6,1
2,1508.4,493.3,1
3,1507.6,496.6,1
4,1506.8,496.8,1
5,1504.8,496.3,1
6,1492.8,584.8,1
7,1480.8,673.2,1
8,1468.8,761.7,1
9,1456.9,850.2,1
10,1457.1,849.3,1
11,1504.8,497.4,1
12,1507.1,496.1,1
13,1507.7,496.0,1
14,1507.8,495.8,1
15,1507.9,495.2,1
16,1507.8,496.2,1
17,1507.0,496.4,1
18,1507.0,496.4,1
19,1505.5,497.6,1
20,1506.7,497.2,1
21,1506.5,497.5,1
22,1507.3,496.4,1
23,1507.4,496.8,1
24,1507.2,496.6,1
25,1507.4,496.3,1
26,1507.8,496.6,1
27,1506.7,497.0,1
28,1505.5,499.2,1
29,1506.0,497.6,1
30,1507.0,497.0,1
31,1507.3,496.2,1
32,1506.4,493.6,1
33,1506.8,493.5,1
34,1506.8,493.0,1
35,1506.8,493.1,1
36,1506.0,492.8,1
37,1506.1,492.7,1
38,1505.6,493.4,1
39,1505.7,493.5,1
40,1503.5,495.5,1
41,1503.4,495.6,1
42,1499.7,495.7,1
43,1499.7,495.8,1
44,1500.5,493.4,1
45,1500.4,493.3,1
46,1498.9,496.9,1
47,1498.9,496.9,1
48,1500.7,494.1,1
49,1500.6,494.1,1
50,1502.3,494.8,1
51,1503.2,491.2,1
52,1502.6,489.5,1
53,1503.4,491.2,1
54,1503.5,491.5,1
55,1504.4,492.0,1
56,1504.1,494.3,1
57,1396.6,466.8,1
58,1289.0,439.3,1
59,1181.5,411.8,1
60,1504.0,496.1,1
61,1520.1,524.4,1
62,1536.2,552.8,1
63,1552.2,581.2,1
64,1568.3,609.6,1
65,1584.3,638.0,1
66,1600.4,666.4,1
67,1616.4,694.7,1
68,1615.6,697.1,1
69,1501.8,497.1,1
70,1609.2,687.9,1
71,1608.4,687.7,1
72,1502.9,494.9,1
73,1503.1,495.3,1
74,1502.4,499.2,1
75,1504.5,496.1,1
76,1532.6,495.0,1
77,1560.6,493.8,1
78,1588.6,492.6,1
79,1616.6,491.5,1
80,1644.7,490.3,1
81,1672.7,489.1,1
82,1700.7,488.0,1
83,1728.7,486.8,1
84,1756.8,485.6,1
85,1784.8,484.5,1
86,1863.3,488.0,1
87,1941.8,491.5,1
88,1899.6,514.5,1
89,1857.4,537.4,1
90,1815.2,560.4,1
91,1772.9,583.4,1
92,1730.7,606.3,1
93,1688.5,629.3,1
94,1646.3,652.3,1
95,1604.1,675.2,1
96,1603.7,673.9,1
97,1531.1,763.9,1
98,1458.4,853.9,1
99,1348.6,851.3,1
100,1238.8,848.8,1
101,1129.0,846.3,1
102,1128.9,846.3,1
103,1129.4,848.7,1
104,1129.5,848.8,1
105,1129.5,848.9,1
106,1129.6,849.0,1
107,1129.6,849.1,1
108,1129.7,849.0,1
109,1129.8,848.9,1
110,1129.7,849.2,1
111,1129.7,849.5,1
112,1129.7,847.0,1
113,1129.9,847.0,1
114,1130.1,847.0,1
115,1130.2,847.0,1
116,1130.4,847.0,1
117,1130.5,847.0,1
118,1130.7,847.0,1
119,1130.7,847.0,1
120,1131.1,848.6,1
121,1131.1,848.7,1
122,1131.1,848.5,1
123,1131.0,848.7,1
124,1130.7,850.2,1
125,1130.6,850.2,1
126,1130.6,850.3,1
127,1130.6,850.4,1
128,1130.6,850.5,1
129,1130.6,850.6,1
130,1130.6,850.7,1
131,1130.6,850.8,1
132,1130.6,850.9,1
133,1130.6,851.0,1
134,1130.6,851.1,1
135,1130.6,851.2,1
136,-1.0,-1.0,0
137,1130.5,851.4,1
138,1130.6,851.1,1
139,1130.6,851.6,1
140,1130.7,851.7,1
141,1130.6,851.4,1
142,1130.6,851.5,1
143,1130.4,850.7,1
144,1130.5,850.8,1
145,1130.6,850.8,1
146,1130.6,850.9,1
147,1130.7,851.0,1
148,1130.7,851.1,1
149,1130.8,851.3,1
150,1130.9,851.4,1
151,1130.9,851.5,1
152,1131.0,851.6,1
153,1131.0,851.7,1
154,1131.1,851.9,1
155,1131.1,852.0,1
156,1131.2,852.1,1
157,1131.2,852.2,1
158,1130.8,852.0,1
159,1130.8,852.0,1
160,1240.6,849.3,1
161,1350.4,846.6,1
162,1460.1,844.0,1
163,1460.1,844.1,1
164,1465.4,633.5,1
165,1465.3,633.5,1
166,1464.8,651.1,1
167,1464.3,668.6,1
168,1463.8,686.2,1
169,1463.2,703.7,1
170,1462.7,721.3,1
171,1462.2,738.8,1
172,1461.7,756.4,1
173,1461.2,774.0,1
174,1460.7,791.5,1
175,1460.2,809.1,1
176,-1.0,-1.0,0
177,1459.2,844.2,1
178,1459.0,844.4,1
179,1458.9,844.6,1
180,1458.8,844.9,1
181,1458.7,845.1,1
182,1458.6,845.3,1
183,1458.4,845.5,1
184,1458.3,845.8,1
185,1458.2,846.0,1
186,1458.1,846.2,1
187,1457.9,846.4,1
188,-1.0,-1.0,0
189,-1.0,-1.0,0
190,-1.0,-1.0,0
191,-1.0,-1.0,0
192,-1.0,-1.0,0
193,-1.0,-1.0,0
194,-1.0,-1.0,0
195,-1.0,-1.0,0
196,-1.0,-1.0,0
197,-1.0,-1.0,0
198,-1.0,-1.0,0
199,-1.0,-1.0,0
200,-1.0,-1.0,0
201,-1.0,-1.0,0
202,-1.0,-1.0,0
203,-1.0,-1.0,0
204,-1.0,-1.0,0
205,-1.0,-1.0,0
206,-1.0,-1.0,0
207,-1.0,-1.0,0
208,-1.0,-1.0,0
209,-1.0,-1.0,0
210,-1.0,-1.0,0
211,1455.0,851.9,1
212,1456.4,851.0,1
213,1456.3,851.0,1
214,1456.2,853.2,1
215,1456.2,853.2,1
216,1455.6,854.0,1
217,1455.7,853.9,1
218,1455.7,853.9,1
219,1455.7,853.9,1
220,1455.7,853.9,1
221,1455.7,853.9,1
222,1455.7,853.9,1
223,1455.7,853.9,1
224,1455.7,853.9,1
225,1455.7,853.9,1
226,1455.7,853.9,1
227,1455.7,853.9,1
228,-1.0,-1.0,0
229,-1.0,-1.0,0
230,-1.0,-1.0,0
231,-1.0,-1.0,0
232,-1.0,-1.0,0
233,-1.0,-1.0,0
234,-1.0,-1.0,0
235,-1.0,-1.0,0
236,-1.0,-1.0,0
