frame_index,x_centroid,y_centroid,visibility_flag
0,-1.0,-1.0,0
1,-1.0,-1.0,0
2,-1.0,-1.0,0
3,-1.0,-1.0,0
4,-1.0,-1.0,0
5,-1.0,-1.0,0
6,-1.0,-1.0,0
7,-1.0,-1.0,0
8,-1.0,-1.0,0
9,-1.0,-1.0,0
10,-1.0,-1.0,0
11,-1.0,-1.0,0
12,-1.0,-1.0,0
13,-1.0,-1.0,0
14,-1.0,-1.0,0
15,-1.0,-1.0,0
16,-1.0,-1.0,0
17,-1.0,-1.0,0
18,-1.0,-1.0,0
19,-1.0,-1.0,0
20,-1.0,-1.0,0
21,-1.0,-1.0,0
22,-1.0,-1.0,0
23,-1.0,-1.0,0
24,-1.0,-1.0,0
25,-1.0,-1.0,0
26,-1.0,-1.0,0
27,-1.0,-1.0,0
28,-1.0,-1.0,0
29,-1.0,-1.0,0
30,-1.0,-1.0,0
31,-1.0,-1.0,0
32,-1.0,-1.0,0
33,-1.0,-1.0,0
34,-1.0,-1.0,0
35,-1.0,-1.0,0
36,-1.0,-1.0,0
37,-1.0,-1.0,0
38,-1.0,-1.0,0
39,-1.0,-1.0,0
40,-1.0,-1.0,0
41,-1.0,-1.0,0
42,-1.0,-1.0,0
43,-1.0,-1.0,0
44,-1.0,-1.0,0
45,1435.4,573.0,1
46,1435.3,573.0,1
47,1435.0,573.0,1
48,1435.0,573.4,1
49,1435.4,573.2,1
50,1435.5,573.3,1
51,1435.5,573.3,1
52,1435.5,573.3,1
53,1435.5,573.2,1
54,1435.4,573.2,1
55,1435.4,573.2,1
56,1435.4,573.2,1
57,1435.4,573.2,1
58,1435.4,573.2,1
59,1435.3,573.2,1
60,1435.3,573.2,1
61,1435.3,573.2,1
62,-1.0,-1.0,0
63,-1.0,-1.0,0
64,-1.0,-1.0,0
65,-1.0,-1.0,0
66,1435.2,573.2,1
67,1435.2,573.2,1
68,1434.5,573.9,1
69,1434.5,573.9,1
70,1434.4,574.0,1
71,1434.5,574.1,1
72,1434.8,573.9,1
73,1434.8,574.1,1
74,1434.6,574.0,1
75,1434.9,573.7,1
76,1435.0,573.7,1
77,1434.8,573.7,1
78,1434.8,573.7,1
79,1434.7,574.0,1
80,1434.6,574.0,1
81,1434.5,574.2,1
82,1434.9,573.9,1
83,1434.8,574.0,1
84,1435.2,573.6,1
85,1435.1,573.8,1
86,1435.3,573.7,1
87,1435.1,573.8,1
88,1434.8,573.8,1
89,1434.8,573.9,1
90,1434.3,574.6,1
91,1434.4,574.6,1
92,1434.4,574.7,1
93,1435.1,573.9,1
94,1434.9,574.0,1
95,1435.0,574.1,1
96,1435.0,574.1,1
97,1435.1,574.1,1
98,1435.0,574.6,1
99,1434.9,574.5,1
100,1435.1,575.0,1
101,1435.2,575.0,1
102,1435.1,574.8,1
103,1435.7,574.6,1
104,1435.5,574.5,1
105,1435.2,574.8,1
106,1435.0,574.9,1
107,1435.3,574.8,1
108,1435.1,574.3,1
109,1435.0,574.2,1
110,1434.8,574.2,1
111,1434.7,574.3,1
112,1434.6,574.3,1
113,1435.1,574.1,1
114,1434.8,574.1,1
115,1434.8,573.9,1
116,1434.6,573.9,1
117,1434.7,573.9,1
118,1434.5,573.8,1
119,1434.8,573.7,1
120,1434.7,573.7,1
121,1435.0,573.7,1
122,1434.6,573.9,1
123,1435.2,573.0,1
124,1435.2,573.0,1
125,1435.2,572.7,1
126,1434.6,573.2,1
127,1434.8,573.2,1
128,1435.6,572.7,1
129,1435.6,572.7,1
130,1435.6,573.8,1
131,1434.7,572.7,1
132,1434.7,572.8,1
133,1434.7,572.7,1
134,1436.6,572.9,1
135,1436.4,572.5,1
136,1436.5,572.7,1
137,1436.4,572.7,1
138,1436.5,572.5,1
139,1436.1,572.6,1
140,1436.1,572.5,1
141,1435.7,572.9,1
142,1435.8,572.7,1
143,1435.9,572.9,1
144,1106.9,419.7,1
145,1106.7,419.8,1
146,1435.4,571.9,1
147,1435.5,572.0,1
148,1435.5,571.9,1
149,1435.4,573.2,1
150,1435.5,573.2,1
151,1435.3,572.5,1
152,1435.7,572.6,1
153,1436.0,572.8,1
154,1435.4,572.9,1
155,1435.3,572.8,1
156,1435.2,572.9,1
157,1436.1,572.7,1
158,1436.0,572.7,1
159,1435.6,572.9,1
160,1435.7,572.9,1
161,1435.8,572.9,1
162,1435.7,572.8,1
163,1435.8,572.7,1
164,1436.0,572.9,1
165,1436.0,572.6,1
166,1436.0,572.8,1
167,1435.7,573.4,1
168,1435.6,573.5,1
169,1436.0,573.1,1
170,1436.1,573.3,1
171,1436.1,573.1,1
172,1436.2,572.9,1
173,1436.2,572.9,1
174,1436.1,572.8,1
175,1436.3,572.9,1
176,1436.4,572.7,1
177,1399.9,576.4,1
178,1363.4,580.0,1
179,1326.9,583.7,1
180,1290.5,587.4,1
181,1290.5,587.3,1
182,1323.0,584.9,1
183,1323.2,584.7,1
184,1323.3,584.9,1
185,1360.6,581.0,1
186,1397.9,577.2,1
187,1435.2,573.3,1
188,1435.7,573.0,1
189,1435.5,573.1,1
190,1435.6,573.2,1
191,1435.5,573.3,1
192,1436.1,573.8,1
193,1436.0,573.9,1
194,1436.0,573.8,1
195,1436.2,573.5,1
196,1436.5,573.3,1
197,1436.3,573.5,1
198,1436.3,573.4,1
199,1436.2,573.9,1
200,1435.8,573.2,1
201,1435.9,573.2,1
202,1435.4,573.2,1
203,1436.0,572.8,1
204,1436.1,572.8,1
205,1436.4,572.8,1
206,1436.2,572.8,1
207,1435.9,572.8,1
208,1436.1,573.3,1
209,1436.4,573.4,1
210,1436.2,572.6,1
211,1436.2,572.8,1
212,1436.2,572.7,1
213,1436.1,572.8,1
214,1436.1,572.8,1
215,1435.6,573.2,1
216,1435.5,573.1,1
217,1435.4,572.9,1
218,1435.6,572.5,1
219,1435.3,572.6,1
220,1435.4,572.3,1
221,1435.3,572.5,1
222,1435.6,572.3,1
223,1435.4,571.9,1
224,1435.8,572.0,1
225,1435.6,572.3,1
226,1435.4,572.4,1
227,1435.2,572.4,1
228,1435.0,572.5,1
229,1434.8,572.5,1
230,1434.5,572.6,1
231,1434.3,572.6,1
232,1434.1,572.7,1
233,1433.9,572.8,1
234,1434.0,572.7,1
235,1433.8,572.8,1
